,Score,Sentiment
13447,0,You've never felt lonly til you've been in love 
13448,4,"Also, someone drunk-dialed me last night for the first time. It may sound dumb, but it made me feel important "
13449,0,@ale_rotondo I feel bad. @intheass is neglected 
13450,0,@mrfroddo  awwwwwww
13451,0,@housechick sorry we missed you 
13452,4,@green_architect everywhere! this wkend I went back 3 x's to the same estate sale-I hope they didn't think I was stalking them!! 
13453,0,@MuscleNerd I updated and noticed youtube is not working for me 
13454,0,Seeing Maria Isa tonight at first Ave. The place is dead. 
13455,4,i made up a song. 
13456,4,@GlennBeckClips That's my home state 
13457,0,@daisy_star sorry to hear that bb.  Did you delete your LJ because of it?  
13458,4,Thank you for the follow @christinelu!  Looking forward to your tweets... 
13459,0,"@sharetheview We all are, but its really unfair we can't do that "
13460,0,I'm unhappy about my @jessiimiica not having internet until Wednesday 
13461,0,I feel forgotten  just by one person..
13462,4,@ItsNeet HAH where is it? aniitaaaa morning hun! 
13463,0,can't sleep.     I know you're saying &quot;so what's new?&quot;     
13464,4,@lurkey I live to give. 
13465,0,"grmbl, just wasted an hour on filling in my Selor-profile. I can't get that job  It's perfect for me! *sending email*"
13466,0,"Work sucked im happy to be off, wish i could of went to the parade "
13467,4,"@fitprosarah get her on twitter, plenty of help on here "
13468,4,Lys had her baby girl Kennadi Grace! So excited... Another kid to spoil  &lt;&lt;3 shell&gt;
13469,0,"had the greatest workout ever, but a little upset im not able to get coffee with @spidervsbat "
13470,0,@sheedee same shit for me 
13471,0,never mind  no more sun
13472,0,@pameladetlor I'm sorry about your kitties.  I hope the one at the vet recovers.
13473,4,!!!Veryy Bored!!!  ~~Craving Million's Of MilkShakes~~
13474,0,I just cannot get @filamentgroup 's menu plugin for jq ui to popup the goddamn menu! Link changes to selected state... nada. no JS errors 
13475,0,@MajorDodson yes Twitterfox.. if u did send them I never got them Robert 
13476,4,@RBBeachBum THANK YOU 
13477,4,@johnefstathiou are you feeling more positive today then? not completely heartbroken? 
13478,4,"On the phone with my boyfriend  just had a good conversation with @mathildesf, love it when your being honest with me!&lt;3 night tweets!!!&lt;3"
13479,0,@LadyNightowl How r u?Have I been tweeting 2 much 4 u 2 follow me? If yes I can cut way way down.Promise.I hoped u'd keep following?Sorry 
13480,0,new addiction- egyptian war! Four moca fraps left 
13481,0,"@mileycyrus you saved my life. you taught me life lessons. yet i've still never met you/gotten a reply  i love you, miley, my hero. â®â¥"
13482,0,two people got shot in our town within 3 days 
13483,0,we can't find the second jurassic park 
13484,0,"just went for a short nap, 12 hours ago...heading to the office "
13485,0,it's too hot outsideeee 
13486,4,@atephoald of course it is! Haha 
13487,4,finland 
13488,4,"@awilber sure we use our own and proud of it. I work from home, have no land lines. Our company, head to toe is using Phone.com VoIP "
13489,0,@jason78 at least your puppy is reason for you to be up. I just can't sleep. 
13490,4,Feeling like a bit of Laksa at our favourite Laksa place 
13491,4,@trishanson-goodnight! 
13492,0,"@SteveHills Aaaaaaaaaaaaaagh! I know it, they're going to wait till 10am California time after all "
13493,4,Bought Left 4 Dead guys. 
13494,0,redbuff &amp; bitsy:    about move in.    Saw Kitchen Witches at Boerne Theater--cute.  Meal at Cypress Grill quite good. First time there.
13495,4,"@ElysiaCook Flakiness and indecisiveness are very annoying traits, yes. "
13496,4,Ta-daa... Searching for #jobs using keywords (w/pictures!)  mention of @linkup http://bit.ly/RDaqI
13497,0,Studying all day and missing out on some awesome SO CA weather   but its all worth it!
13498,0,I really want to see you   I love you.
13499,4,http://twitpic.com/61dcj -  okay i cheated a lil bit...thats a picture of a picture ;)
13500,0,I can't sleep! Got to go to class at 8 am and I am still up. 
13501,4,@fartingpen Which one is that? 
13502,0,I just wanna sleep in for ONE DAY...so sick of this 6 am crap 
13503,0,Hope is soooo pretty! And she's only wearing the veil...no dress yet! I wanna get married 
13504,0,Need nicotine  boo
13505,0,"@Nadia_Fly yes, im so sorry Nadia!! im really sorry. i tried, but its always wrong! haha, okay i feel so silly. "
13506,4,"@vanmaanen nice...!  and, where are we? is there a video stream or can i download a video of it later? #smartmobs #8yearslater"
13507,4,"YES MAN. Got Common Dreads in the post today, complete with the t-shirt and signed bootleg cd. Coffee is keeping me going. "
13508,0,@ChicGalleria OH NO!!!    What now?  I am so sorry 
13509,4,Totally practicing my karaoke chops on @karaokelounge So much goodness. 
13510,0,Dreading work 
13511,4,@Jojosvoice Trust jojo. just finished university. I cant wait to unleash what iv been holding in 
13512,0," computers not working , help help help"
13513,0,@PETERWAKEMJR Like that futurama episode. 
13514,0,additional maths is not a win  aghh gcses.
13515,0,Missing the race  home alone! Come save me someone!!!! Helppppppppp!!!  Haha party at my house noooot!
13516,0,I'm feeling a bit Blehhh   I think sleep is in order!
13517,4,not at work but working head off.. 
13518,0,@sallyslytherin Ohnoes  Gargle with salt and water CONSTANTLY!!! It helps &lt;3
13519,0,This sucks! The Wings lost! 
13520,0,i rang it and the lines are busy 
13521,4,On my way to dinner... Hope to make a difference 
13522,0,Dan Tangherlini from DC Gov appointed asst US Treasury Secretary http://tinyurl.com/q64shn Huge for Team Obama! A little tough for DC 
13523,4,Severing ties give me highs. 
13524,4,"Feeling happy! Happy Happy! Think I inspired ppl today thro my sermon. Mashallah, Alhamdulillah! Happiness all around! Bring on the Ajr! "
13525,0,filing marketing in the back subjected to listening to korn and listening to conversations about fred durst 
13526,0,"Still not feeling too good today.  Opting to work from home with my central heating, Beechams Flu Plus and cups of tea."
13527,0,@VewDewLunchbox sorry cause the messages werent showing up 
13528,0,@majornelson Mr Major do you know if the Marketplace is down? I can't seem to access anything 
13529,4,"@WinInTheEnd your buddy told me to direct that to you i told him, so he said direct it to you "
13530,0,damn cat... knocked over water  all over my stoy boards.. i shoulda known better... luckilly they are just thumbmnails
13531,4,@SulphurSouls Weird how you come to Adelaide (my new home town) and then fly across the world to my old home town. World is a small place 
13532,4,"@JRKNaughtyNurse Yep, @thespunkyone that B-Day kiss is gonna happen, right @JonathanRKnight "
13533,4,happy birthday to me 
13534,0,@CDNBOFH awwww you left those poor little puppies alone  lol
13535,0,https://bewellbuzz.infusionsoft.com/go/WealthVideo/Jackie Sorry URL wrong last time  David Wolfe's new vid - health AND wealth...
13536,4,@THEArtistT Right - gotacha. I was just curious that's all 
13537,4,Back from the pool. Hungry! So time for breakfast. 
13538,0,"will have a meeting in an hour to explain &quot;which version of oAW we use&quot;. What to say? None? atm, it's just a heap of unbundled EMF tools "
13539,4,@unntouchedd haha aww thanks 
13540,4,"Up and at 'em today! Just had a nice breakfast while watching KXLY, checking email, networking sites and packing lunch for the kiddo! "
13541,0,"@bbunderground I'm using UberTwitter, and really like it. Got prompted to update to new &quot;ad supported&quot; version today. "
13542,4,"@shanedawson nice meeting you, too  You should definitely come to whatever is going on Wednesday!"
13543,0,I hate that this monkey documentry clashes with Flight Of The Conchords. It better be repeated soon 
13544,0,Maddie is going home today  I am super bummed!
13545,4,And then one squirrel posed for a picture 
13546,0,I'm so depressed that monsoon is here 
13547,4,off for now. catch me on facebook! 
13548,0,@trell_thms LOL...im sorry! U have too many hrs left..im not even gonna count! HA okay thats it..im sorry 
13549,4,getting ready to trek to Chris' house and eat a chocolate dipped donut along the way. 
13550,0,My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. 
13551,4,Looking forward to an awesome week ahead -- its already stared with early calls from some new folks wanting to partner up  
13552,0,crying like a baby as p.s i love you   
13553,0,"@prosu I DO! Oh wait, I'm at work til 5 "
13554,0,meeting on campus this afternoon...nothing like a 2 quarter break to make you dread work. I totally miss teaching...it is the meetings 
13555,4,good night everyone 
13556,0,@mikejlee Didn't actually end up going   But the bbq was fun! We have too much leftover food...want some strawberries??
13557,4,"@MGiraudofficial WOW! You are popular. You had over 1,000 fans at your live chat! Woohoo! Thanks for that! "
13558,4,"packed out with amazing presents, I love you mummm  heading to the druitt now I need a wallet!"
13559,4,@WeareTHATfamily hey we're headed there too 
13560,0,@smargargar AHAHAH wow I'm jealous babe...  (stash food in your man purse for moi) lol
13561,0,"I never thought I would say this, but I miss the SYTYCD crew "
13562,4,way way way cool  .. &quot;nan0&quot; by Zer0 0ne  http://bit.ly/bkyri
13563,0,two more days of work til vacation!!! why is el so dang boring 
13564,0,&quot;Month end&quot; craziness is over at the office - at least for this month... Now I have to deal with a broken refrigerator at home 
13565,0,I just cleaned Like my entire first floor at my house! Its lookin good yup! Now time to fix my herr. Lookin like a cat licked it. 
13566,4,is home from a long day at work 
13567,4,@joystiq Awesome. Got one that time. Thanks 
13568,0,Really wanna move to Cardiff (Torchwood!) but can't until I'm at least in college which might not happen for a couple more years 
13569,4,tired n just wanna sleep for days  hit me up if anything~
13570,4,Oh! Also I'm camping later. It's gonna be cold and wet and everyone will be drunk and it will be fun. 
13571,4,Just changed my Twhirl colors to Bordeaux .. Still trying to get used to it. 
13572,0,@Filzaaahh no prob.. gahh.. so WORRY!! 
13573,4,is now Uncle Rob  Hurrah!
13574,0,@frankcworld I am lost. Please help me find a good home. 
13575,0,@Jengo_ i wanna go to the pub 
13576,4,@Shauna_JaynaOso bay bay  ha ha   enjoy our tiddy tat chats
13577,4,is really liking a certain muscle-y man  ..oh lets see what the future holds shall we :-D
13578,4,@medicaidannuity thanks for #followfriday! 
13579,4,jst came back from tel aviv 
13580,0,feeling annoyed at myself! 
13581,0,"playing online games, trying to get out of bed to make pancakes...so bored with no one on campus "
13582,4,me and sofie are super cranky. you know what they say puppies are like their mommy. 
13583,4,Hey @deangeloredman he singing to us jc crew  we get it in   (deangeloredman live &gt; http://ustre.am/2WVt)
13584,0,@shanedawson man i missed it i got knocked out i fell alseep also i wanted to watch u well too bad 
13585,0,Oh crap- the household is in &quot;baby-not-sleeping&quot; mode again     10-month-old bedtime separation anxiety???
13586,0,@theamazingPeebs lucky lady!  I'm bummed I only got to go to one show    crossing fingers that they'll do a smaller venue show in LA
13587,0,ow little body is sore 
13588,4,Full day - happy to have been outside and away from my desk 
13589,0,the most upsetting thing has come to you tube... THEY TOOK DOWN THE CHERUS VIDEO I LIKE 
13590,4,"@ the Suntrust Sunday Jazz Brunch in Riverwalk,  Ft. Lauderdale with the Travel channel and @yamimufdi! "
13591,0,The love that we share is real but in time your heart will heal. im not sayin im gon but i have to find what life is like without you 
13592,4,"Picked up a new guitar in NYC, Parker Fly Deluxe.. Nice  www.parkerguitars.com"
13593,4,@cre8ivecakes You rescued them!  I love happy endings. 
13594,4,"A bottom works at the cafe at my church.. Don't worry babe, my tongue and dick is for your BOOTY! Haha  don't be a jealous boy"
13595,0,Dyrdek fantasy factory meeting went well. Heard Snoop showed. Wish I coulda made it out to LA in time... 
13596,0,I fixed Catherine's internet.  Sort of.  Still have to get the wifi going for her laptop.  
13597,0,AC/DC rocked last night. Back to reality today.  70000 people without homes and &gt;150 dead in Italy 
13598,0,"had interview, got job...  not appropriate at this time  Dedicated and enthusiastic Music teacher still available - any takers?"
13599,4,@selahpromo I hope so as well.  #lupus
13600,0,@jordanknight can't be the Euro.comp winner then 
13601,0,@Xfilespoker I like that -- I've been trying to live my life like that -- too bad too much of what I want requires $$ 
13602,0,@ILUVNKOTB Aww!  I hope you do.
13603,0,Morning Tweets! Slow start to the day - woke up with a headache. 
13604,0,I miss my bff 
13605,0,@cheapcigars omg  all travis wants is your affection
13606,4,"gorgeous sun, off to start the setup for the album recording and meet @followross "
13607,4,"@dannygokey get the twitterena app, it's great and super easy to twitpic "
13608,4,@shayes287 It is my immense pleasure to follow you hoMO buddy 
13609,0,@Allysully hey do you by any chance have that email you were cc into by (I think Bryan Vaughan) cause it just disappeared from the inbox 
13610,4,@kMTgraphicdsgn Love your design work for this new etsy shop  http://bit.ly/4mSZi0
13611,0,@TheHatchUK I'm working til 8 and  I'm not djing til 10 so I might not see you 
13612,4,these are on their way to me  http://tinyurl.com/db7crh?$AFI$
13613,0,...is at work...still bummed...who knew being a true and real friend would backfire   ~xoxo~*sweet_fusion*~
13614,0,@travln1 There were THREE overflow rooms on that form I had briefly. This thing must have sold out *immediately*. Crazy. Oh well. 
13615,0,Woah. I'm having a rough evening. err. My mom and I had some disagreements  tsk. I wish we weren't mad at each other anymore :'[
13616,4,is awake..gonna go make her self some tea.. I hope everyone has a great day!!!! 
13617,0,@breezyballababe oh awwwww dats how ima feel in 2 weeks.  i wish i wuz graduating wit u guys.
13618,0,"Been trying to get through to the doctor for last half hour, very irritating "
13619,0,"@imelody God, how I hope you're wrong...  "
13620,0,just signed up for summerrr schooool at de anza 
13621,0,@jessstroup Tell meee about it! We all need to contact Twitter. Hmph.  xx
13622,0,@regent_lord But that means you'll leave me alone. 
13623,4,@DavidArchie hahaha oh my gosh you crack me up David!  my two cats fight sometimes. It's usualy the boy picking on the girl. 
13624,4,"@ImInLoveWithMJ &quot;it's close to miiiidnight...&quot; and i'm going to bed now  good night kellie, see you tomorrow *hugs*"
13625,0,sooooooo tired. I want to be home. 
13626,4,HM: Movie. Finished downloading 
13627,0,wants a plan for today 
13628,0,doesn't feel well  alcohol is a bully !
13629,0,@lissamabley Oh dear  What's up?
13630,0,"euro and french finals in the morning  almost done. then erins house, bowling, lunch, and graduation with syd...busy day =]"
13631,0,Kinda restless. Sleep may not happen just yet... 
13632,4,@BB517 Hiya BB sorry on the phone 
13633,4,"@KeepWerking ha, ha, got me all excited there, oh well! enjoy Star Trek it's very good "
13634,0,fuck sake. 49/50 for multiple choice &amp; failed hazard perception by 2 marks. gutted 
13635,4,"@tommcfly Phew, good job I've not got any!! Hope you're ok Tom "
13636,0,ahhh i just realized we graduate tmr !  we go from being owls to mustangs in a matter of months. that's skill. goodnight everyone!&lt;3
13637,4,Going to have a furnished studio apt for rent soon 
13638,4,Outdoor brunch with the parents ftw 
13639,4,Beautiful music day for all 
13640,4,@masarat Morning!how are you?! 
13641,0,"I want to forget all my worries and throw them aside, but I can't with math holiday homework due this wednesday and tomorrow's full "
13642,4,awww! hamish and andy are so generous! 
13643,0,- Now my ex-daycare clients claim that I owe them over $400 and are going to take things to the &quot;next step&quot;. 
13644,0,"@PokerRoadJonV Just one update today, in the middle of the night. It looks like it might become a first-thing-in-the-morning Photo Blog. "
13645,0,"@MetalHaze dude @sigsegfalt and I were just discussing this very thing, I don't think tethering will work on the 2G phones "
13646,4,laundry? check. vacuum? check. dust? check. smoke blunts and re-fuckin-lax... check check.  
13647,4,@ykesha2001 LOL time waits for no man! And I'm good. How are you? 
13648,4,LAST DAY OF SCHOOOOOL! 
13649,4,@JunkFoodTees will watch Perfume tonight  hope it is good
13650,4,"ready for lunch, looking forward to E3! Coverage begins when I make it home after work - sweet  (and 360 Wireless Receivers FTMFW!)"
13651,0,URGH!!!!! I'm killing many mosquitoes... I think 12! I can not sleep 
13652,0,@geminimist74 idk  I dont know how to do it and I ran out of patience lol
13653,0,is boreddd of revision 
13654,0,@maestroLB mhm.  my hair dried and she's usuing a razor. and now she's pulling it with the straightener.
13655,4,"@emilyfreeman @nsmale Hey Emily looks great! logo top left, looks off sized, but overall nice site "
13656,4,I wish there was a way for guys to stop being so forward.  It's awkward and embarrassing for me.  Nooo thank you. 
13657,0,"@PIGEH I saw it as an improvement, I hated the book as well. The New Moon movie will also be crap. And I have to cosplay when seing it "
13658,0,@brittanyrulezzz please come home baby  i cant sleep now and i need you here 
13659,4,@stephyNOpants nothing beats experience! Come to NYC and i'll hire you 
13660,4,@SerenaSims anything can be used as a background anymore.  
13661,4,@Lachdanan Robs over at mine at about 8.30 but i can wow it up til then   gonna start mining tonight!&quot;!
13662,0,@lizzielarock I will miss you and your family!  Maybe you can come out late? packing all day- I think dad is coming over tonight. callme!
13663,0,wondering if i will ever become a primary school teacher without having to give up too much  xx
13664,4,@catpeoples Great seein you this week hun! 
13665,4,I'm out world! Drivers test tomorow at 8 hope I pass 
13666,4,"@Miss_Higgs I'm no tennis rules expert either, but I do like the pageantry of the occasion. Ill need to find a tennis ball for my profile "
13667,0,Revising For My English And Maths Tests For Tomorrow 
13668,4,@dbuggie4ever  Haha. Aren't I always not not cool?! 
13669,0,@epaulettes Haha. Wish I could study abroad. I can only sneak away for a week though... 
13670,0,"@nicolelouisej i know, i died a little inside when he was crying (l) him.. I didnt see any john and ashton twittering "
13671,0,Out shopping for a new fax machine...mine just went out. 
13672,0,"spent the last month feeling shite, down in a hole on verge of seeking docs advice  -  brighter skies ahead hopefully to help me climb out"
13673,0,@rawsammi Hope you stopped crying. At least you HAVE a bank account! All mine got closed! 
13674,4,@Wendys_World you're definetely weird 
13675,4,@SDfreshprince08 yeah you're right. I slept for 2 days now i'm a half dead 
13676,0,@TeeRibbzz noo.. U dont even know how upset I am right now.. 
13677,0,uck. hes pissin me off ALOTT!!! and sinc my mom and dad rnt home...its evn worse 
13678,0,Honey Chicken Rice was good! But i think i need to poop now. Preparing for another long night. 
13679,4,watched jordin sparks performance on american idol and oh my gosh! She was amaziing! She always puts so much effort into her performances 
13680,0,"Allright, combining asp.net dynamic data and ado.net dataservices doesn't work  But I gotta try a workaround from my own blog before quits"
13681,4,@TobyWanKenoby yup your drunk already ahahaha! 
13682,4,On my way back to Dundee iPhone now has 3.0 on it  can't wait to watch the mummy and the mummy returns tonight heh after exhibition in BCN
13683,0,I can never really do the things I wanna do. Because of $. 
13684,4,@pshhxkatiee i cant believe he is STILL alive. wow o wow. lol. 
13685,4,@orangy68 Yes my dear..Wooooo-hooooo!! And i've had permission off Mr surgeon to use my x -trainer!!! Oh yeeeeeeeeeah baby.  xx
13686,0,where's @purplesolleile 
13687,4,I miss someone.  :'(  But I'm a trooper.  I can wait until Monday!    Hanging out with my grandma.... HAHA.
13688,4,So... I just got home from work... ima watch kung fu panda until I fall asleep... goodnight 
13689,4,Running late for Luncheon... Had a ruff night... Things will only get better 
13690,4,@blackbirdcorner im hoping to create her costume for halloween this yr. im not sure how it will turn out though 
13691,4,LMAO Twitting... thats never gonna get old haha! 
13692,0,@IamSamL thanks 
13693,0,"@UberTwiter I'm sorry ,BIS cannt work In China   .Can #Ubertwitter develop to let us use private API ? We Need Ubertwitter"
13694,0,@pennyxlane exactly! i'll grab the sheets tonight and do them tomorrow. i's forgot 
13695,0,It doesn't look like the L4D2 Characters are going to be as cool as L4D1.  I miss Zooey.
13696,0,has had anxiety for a good part of today. Still feelin' it now even though I'm home from work.  I think I need to find a new job SOON!!!
13697,0,i hate being grounded 
13698,4,Well. I'm off to go get ready for work.  A presentation this morning and a workaholic afternoon. I'm ready for anything! Huzzah!
13699,4,if celebrities were ordinary people  http://tinyurl.com/d4jo6c Amy Winehouse looks better LOL 
13700,0,woke up super sick n throwing up... wtf 
13701,4,"@hippydude361 LOL, that's a bit too vague for my liking "
13702,0,ain't no cure for the summertime blues 
13703,0,@bryanjustinxvii or maybe seeing me? 
13704,0,Mowing again. 
13705,0,@miSS_MoDeL MEANY! 
13706,0,Totally bummed that the pie leaked out everywhere and made a huge mess in the oven. 
13707,0,Moms leaving tomorrow   but she will be back so we can go to Carowinds for a much needed vacation...
13708,4,"Stfu already. - allivictoria: Keep his stuff, and sell it on Ebay!  Cheers!  http://tumblr.com/xay1z5hit"
13709,0,@ULOVELACE im alright. Just a lil upset cause i didnt get the job i was hoping for 
13710,0,@SlamboOutchea This is not my day 
13711,0,R.I.P my cat of 16 years. Sad day 
13712,4,crazy in love sfoot cover 4 that song is awesome better than the original well at least that's what i think 
13713,0,"@madmup We watch My Name is Earl, Reaper, Chuck, Castle and kind of Dollhouse together and @bishma also watches Sarah Connor Chronicles. "
13714,0,my eye is so itchy 
13715,0,My arms are hurting sooooo bad 
13716,0,@RoundTableSJ  No   coz i'm in England? Sun?? What is that?!
13717,0,"Soooo tired, but my headache is keeping me awake. Damn meds aren't working. "
13718,0,Last day with my girls 
13719,4,"@Glinner Directly to my left is a pile of clothes, markers, makeup and dvd's that I really need to clear. Thanks for making me feel bad! "
13720,0,Lunch at cal poly 
13721,0,mmm my phone expired 
13722,4,"@cdhealy I wish I did :/ If someone recommends some awesome software to you, don't forget to share it with the rest of us. "
13723,0,I can't fucking concentrate with this damn heat!  Cooler is so not doing it's job.  
13724,0,Wold War III is bomb. Listening to that now. iTunes mixed up the album!  Hahaha oh well. don't know whats next!! 
13725,4,"i love mcfly, i will never hate them!,,, at all "
13726,4,Went car shopping. Ended up driving to Normal Illinois to buy a Hummer (H3). I love it. 
13727,4,"alright my twittas! imma go lay down, breakfast/lunch &amp; theraflu is on the way via my momma! yay! love herr!  so i'll tweet ya laterrr! "
13728,0,@abbafan69 I feel that way for real!! Makes me sad for the weekend to come now  I console myself with otalia marathons though hehehe
13729,4,@JustinMGaston Life doesn't have a purpose unless you let it... Peace dudeeeeeee 
13730,0,Had an authentic southern style breakfast this morning  i still feel sick.  waiting at the airport for my flight back to new york. uhg
13731,0,Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great 
13732,4,ooh the list are grow'ith   @ajventer @acidice @jail4bail @ch00n @marlonparker @jasonzoopy @verren @jpvanderspuy west-coast #tweetup
13733,0,on my way to TMS  i got volonteered for the shit job b/c i'm such a good worker blahhh!!!!
13734,0,"@annehelena I don't have the internetz in my car  But luckily I have a raddio! So, we're off!"
13735,4,@comanchris happy #samesexsunday amigo how's it going? 
13736,4,I am in..that state haha pennsylvania  trenton makes the world takes!
13737,0,@NikiBakesCakes I have no clue  I think you should take it to an O2 shop and get onto them about it. Thought of you watching the footie!xx
13738,0,Woo Three is getting the jesus phone. Temptation has doubled 
13739,4,making a new layout/theme for my main site mianetic.net 
13740,4,I AM BACK!!!!! SAD but had a GREAT time with my baby 
13741,4,@HawkShow  No 
13742,0,Going home 
13743,4,@dmbcrazyangel @kbonatsakis good luck! run well 
13744,4,Loves friday short shifts with lots of breaks 
13745,0,@herbonestrcture where do you watch skins from? i can't find season 1 online at all! 
13746,0,"@haylio oh, hon its so tempting but I'll be in Austin the week b4 and the wallet has tumbleweeds rolling around in it. "
13747,0,gd mrng.. it's suday? wow the wk wnt by fast.. have 2 wrk 2day  hopefully as smooth as yest.
13748,4,@shivaygi lol i know its pretty sweet! im just trying to make you proud 
13749,0,why is everyting soooo slow this morning  no sense of urgency!
13750,4,@David_N_Wilson What's the title? I love Stargate Atlantis. Or did when I was watching TV. 
13751,4,is watching a House marathon 
13752,4,There's a ton of bitterflies I'm my grandpas backyard. 
13753,4,@zocookie Ooh! Where was that? Lisa did reiki on me once. First alternative stuff have tried. Brilliant. Sure Bowen is just as good! 
13754,4,@MrsZee Go you 
13755,4,"@sunshineclarity @echoespf Aww! I have a good time seeing you both, too! We have got to do this more often. For real "
13756,0,i'll be latish to #unsheffield #uns1 - im uploading video of #bigchip11... currently entertaining my bright and awake nephews... 
13757,4,@merge702 Thanks for the link! 
13758,0,"just finished packing my crap, now what? "
13759,0,@Jakoby0905  that is horrible  poor kitty
13760,0,@DianaWehbe991. Thanks.  He was the bomb dog.    Just unpredictably aggressive. Literally night and day in the blink of an eye
13761,0,@bfrank87 sorry 
13762,0,i dunno how to use twitter 
13763,0,this time last week  I was waiting on my flight to glasgow...
13764,4,markyb73: @martinboz i bought a logitech quickcam pro 9000 and it works a treat in jaunty with skype  not the .. http://tinyurl.com/oum84k
13765,4,math study day today. let's hope i am able to retain tons of information!! 
13766,4,Thank you so much for following me guys  Sorry if Im not that active here lah.
13767,0,My SAT scores suck 
13768,4,@TJSullivanLA I hope it has tips for preparing in case your pet is not extremely bright in general. Thx! 
13769,0,@jayslayher im wondering the same question 
13770,4,HI  @70srocker: &quot;Hello DJ's: @joechapman @TrainWreckRadio @jonezing4pizza @Pamslove @girlpiper @ChaseM15 @Lu... ? http://blip.fm/~7d31i
13771,4,am facut in mai 3 ani de blogging 
13772,4,Last night put me in a great mood  getting my yearbook today. And I don't look half bad. But I really want summer right nowwwwwwww
13773,4,picnic in the park  LOVING weekends in the city 
13774,0,@cavorting would it turn you on then a woman stinking of onions ? 
13775,4,"well, i'm off too work in a sec! nice day at school today "
13776,4,@LoVin_JoNsEpH can't wait 
13777,4,"One more Gaggenau kitchen in the Ridges. What a morning  Give us a shot to bid your Thermador, Gaggenau, Bosch, or Viking."
13778,0,@ZionShore and @flirtbuttons 
13779,0,owwwww  going to bed now
13780,0,I dont think he likes me at all anymore.........  UGHHHHHH
13781,4,@iluvcuppycakes I &lt;3 your new pic. 
13782,0,oh my godddd what an awful day! 
13783,0,"Time Off Day 2: Just got back from my time out, i am so tired of being skint, no good news at the bank  May watch another zombie film now."
13784,4,Beddy bye! I really think aj is going to be there tomorrow  yeah to all the bunnicks u heard right aj merch sold at gold tourny! #bsb
13785,0,I miss writing but I just don't seem to have the time any more 
13786,0,"Laundry done, gotta pick up a few things from the store then off to bed for work tomorrow. 3:30am will be here in no time "
13787,4,left the mall 2 pick up Ari from acting classes! then... back 2 the mall 4 a few 
13788,4,@DonnieWahlberg - u know we've got your back! 
13789,4,@jamieluvsjordan LOL!!! And that's why I &lt;3 you 
13790,0,Dug through a garbage compactor because the caterers stuffed garbage on the wrong side 
13791,4,"Here and there and everywhere.  Feeling gross again though, ugh."
13792,0,still no brother today = me still being bummed out 
13793,4,before I can say anything I have to get my first coffee cup 
13794,0,@hugsandtugs i'm soooo freakin' sad! 
13795,4,"@mrsdarwin if you put an @ in front of my name, it'll always get to me "
13796,0,it's not showing all of my followers 
13797,4,@jamieluvsjordan my phone is being an ASS.....along with my computer   my phone keeps saying Check SIM..or has worse than normal reception
13798,0,Too tired to tweet today...  nite
13799,4,@brittface_ thats okay 
13800,0,"@lucesweet lu i'm ok and u?=D omg oh yeah i need to know EVERYTHING,tell me here xD i'm studyin' right now and mi msn is off i miss u too "
13801,0,@DavidArchie  PLEASE REPLY IF YOU HAVE A PLURK ACCOUNT 
13802,0,@espenao howcome my Home(Unite) is &quot;Not running&quot; what so ever 
13803,4,"@PembsDave #stuffwotimadeup is trending, no really it is "
13804,4,"hahahaha another show at CafÃ© L'inco tonight. Someone please, I wanna go back to this scary place "
13805,4,@Dannymcfly GOOD LUCK DANNY !x Not Like You Need It Though  You Know Your GREAT ! xx
13806,4,is excited that she got the rest of her charms in the mail!!! 
13807,0,@MHeadcase for real... These cramps are killer 
13808,4,@ShashiTharoor Best of luck! 
13809,0,"man hail nahh , ill miss you wifey "
13810,0,i need the money! 
13811,4,@dannymasterson that you are 
13812,4,Me mandaron el soundtrack de Zack McKracken 
13813,4,@maha_adachi Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
13814,0,Feel like a right idiot - thought my final theory test was tmr when it was actually Tuesday!!! 
13815,0,"I bought a magazine called &quot;ULTIMATE FESTIVAL GUIDE 2009&quot;, what a waste of money  I should have read the frontpage more carefully."
13816,4,things have changed for me... and that's okay.. I feel the same... 
13817,4,"@ruhanirabin Thanks Syed, you're awesome. Can't wait to hang out in person... wanna meet in the middle some time? "
13818,4,@bykimbo Cheers darl me too 
13819,0,@ home with my busted arm 
13820,4,@xiomaraaa YUP! Thought I'd add you. n.n Is that okies? 
13821,0,Well when I say nothing to do I don't include all the housework 
13822,4,@iLadySyncere I'm good girl how u doing? READY for the radio show? 
13823,4,Blue whales  and kickin it oldschool!
13824,0,tomorrow is my last day with jaime 
13825,4,@m_callahan http://twitpic.com/6slub - congratulations! You're all so beautiful 
13826,0,"Can't send messages! What's wrong with you, Glooobe? "
13827,4,"off to school, last day of term then a week off school "
13828,4,@dannykurily holy crap danny! tell @alexalltimelow to be more careful with the best guitar tech in the world!  feel better!
13829,0,"He was @ the job centre this morning it was that bad, "
13830,4,YES. Bed time. 
13831,4,@TexasGirlSari A SAMICH I'M GOING TO MY LITTLE BRO BASEBALL GAME.. WE'RE HAVING A PICNIC  AND YOU?
13832,4,@DivineStorm waheyy good morning! 
13833,4,@terrainspotter chk the tim ferris video on ted.com 
